season,week,date,time_et,game_type,away,home,rank_away,rank_home,conf_away,conf_home,neutral,score_away,score_home,q1_away,q2_away,q3_away,q4_away,ot_away,q1_home,q2_home,q3_home,q4_home,ot_home,first_downs_away,first_downs_home,third_down_comp_away,third_down_att_away,third_down_comp_home,third_down_att_home,fourth_down_comp_away,fourth_down_att_away,fourth_down_comp_home,fourth_down_att_home,pass_comp_away,pass_att_away,pass_yards_away,pass_comp_home,pass_att_home,pass_yards_home,rush_att_away,rush_yards_away,rush_att_home,rush_yards_home,total_yards_away,total_yards_home,fum_away,fum_home,int_away,int_home,pen_num_away,pen_yards_away,pen_num_home,pen_yards_home,possession_away,possession_home,attendance,tv,home_nces_name,home_lat,home_lon,away_nces_name,away_lat,away_lon,game_lat,game_lon,processed_time
2012,5,2012-09-29,3:30 PM,regular,Virginia Tech,Cincinnati,,,acc,big-east,True,24,27,0,7,0,17,0,3,3,7,14,0,16,24,4,13,8,18,1,1,1,2,17,30,242,20,43,392,34,160,32,103,402,495,1,1,2,1,7,82,8,50,29.22,29.95,46026,ESPNU,University of Cincinnati-Main Campus,39.131159,-84.51428,Virginia Polytechnic Institute and State University,37.229012,-80.423675,,,2025-10-25 15:33:51
2012,5,2012-09-29,3:30 PM,regular,Houston,Rice,,,cusa,cusa,True,35,14,7,7,14,7,0,0,0,7,7,0,30,17,10,15,5,16,0,0,0,1,26,43,361,18,36,274,44,247,34,69,608,343,2,1,1,0,8,60,6,55,38.97,30.32,32718,,Rice University,29.717897,-95.402035,University of Houston,29.720393,-95.343537,,,2025-10-25 15:33:51
2012,7,2012-10-13,12:00 PM,regular,Texas,Oklahoma,15,13,big12,big12,True,21,63,2,0,6,13,0,13,23,10,17,0,13,30,4,13,11,19,0,1,1,1,18,37,215,22,39,334,23,74,51,343,289,677,1,0,2,1,5,37,8,60,22.4,36.72,92500,ABC,University of Oklahoma-Norman Campus,35.209407,-97.444211,The University of Texas at Austin,30.282825,-97.738273,,,2025-10-25 15:33:51
2012,9,2012-10-27,3:30 PM,regular,Florida,Georgia,2,10,sec,sec,True,9,17,0,6,0,3,0,7,0,3,7,0,15,14,7,16,1,10,0,1,0,0,16,29,191,12,24,150,40,75,35,123,266,273,4,0,2,3,9,90,14,132,33.68,26.32,84644,CBS,University of Georgia,33.956262,-83.374039,University of Florida,29.64629,-82.347911,,,2025-10-25 15:33:51
2012,13,2012-11-24,2:30 PM,regular,Baylor,Texas Tech,,,big12,big12,True,52,45,7,7,14,17,7,14,7,10,14,0,32,27,9,18,6,11,1,2,0,1,22,37,396,30,41,359,57,278,32,208,674,567,0,1,0,3,6,71,7,68,32.63,27.13,44168,FOX,Texas Tech University,33.583448,-101.874783,Baylor University,31.546872,-97.121041,,,2025-10-25 15:33:51
2012,14,2012-11-30,7:00 PM,regular,Northern Illinois,Kent State,21,17,mac,mac,True,44,37,3,14,10,7,10,10,0,3,21,3,25,17,10,19,8,19,2,2,0,2,19,34,212,15,37,190,56,312,42,70,524,260,2,0,1,2,8,62,0,0,37.42,26.98,18132,ESPN3,Kent State University at Kent,41.146653,-81.342533,Northern Illinois University,41.933869,-88.766428,,,2025-10-25 15:33:51
2012,14,2012-12-01,8:00 PM,regular,Florida State,Georgia Tech,13,,acc,acc,True,21,15,7,14,0,0,0,0,6,3,6,0,22,19,3,8,4,15,0,0,4,4,16,21,134,5,16,118,37,194,52,183,328,301,2,0,1,2,6,39,3,25,29.23,30.15,64778,ESPN,Georgia Institute of Technology-Main Campus,33.77242,-84.394832,Florida State University,30.440756,-84.291921,,,2025-10-25 15:33:51
2012,14,2012-12-01,8:17 PM,regular,Nebraska,Wisconsin,12,,big10,big10,True,31,70,10,0,7,14,0,21,21,21,7,0,23,24,6,16,5,9,1,2,0,0,18,34,195,8,10,101,44,282,50,539,477,640,1,0,2,0,4,40,4,51,30.1,29.75,41260,FOX,University of Wisconsin-Madison,43.075409,-89.404098,University of Nebraska-Lincoln,40.817598,-96.700508,,,2025-10-25 15:33:51
2012,,2012-12-21,7:30 PM,post,Ball State,UCF,,,mac,cusa,True,17,38,0,7,3,7,0,13,15,7,3,0,23,33,3,9,9,12,1,1,0,1,22,35,217,22,33,272,24,71,42,222,288,494,1,0,0,0,6,53,8,71,24.35,35.57,21759,ESPN,University of Central Florida,28.602159,-81.200889,Ball State University,40.203431,-85.409043,,,2025-10-25 15:33:51
2012,,2012-12-22,12:00 PM,post,East Carolina,UL-Lafayette,,,cusa,sun-belt,True,34,43,0,21,10,3,0,7,24,6,6,0,24,25,6,16,8,15,1,2,0,0,25,43,278,22,35,324,30,143,42,267,421,591,0,1,1,1,0,0,4,50,26.77,32.13,48828,ESPN,University of Louisiana at Lafayette,30.212191,-92.020165,East Carolina University,35.607186,-77.368291,,,2025-10-25 15:33:51
2012,,2012-12-26,7:30 PM,post,Western Kentucky,Central Michigan,,,sun-belt,mac,True,21,24,7,7,7,0,0,14,3,0,7,0,13,23,7,14,5,12,0,1,0,1,14,24,199,19,31,253,32,128,34,140,327,393,0,0,0,0,7,60,6,50,28.17,31.83,23310,ESPN,Central Michigan University,43.591203,-84.77525,Western Kentucky University,36.985035,-86.456828,,,2025-10-25 15:33:51
2012,,2012-12-27,3:00 PM,post,San Jose State,Bowling Green,24,,wac,mac,True,29,20,7,3,9,10,0,3,3,7,7,0,18,12,3,13,7,18,0,0,0,1,33,43,395,16,35,159,23,-15,30,103,380,262,1,1,0,0,4,30,5,55,30.78,29.22,17835,ESPN,Bowling Green State University-Main Campus,41.375513,-83.640896,San Jose State University,37.336569,-121.880621,,,2025-10-25 15:33:51
2012,,2012-12-27,6:30 PM,post,Cincinnati,Duke,,,big-east,acc,True,48,34,3,14,10,21,0,16,0,8,10,0,17,36,3,10,7,13,0,0,1,2,17,25,332,38,50,360,28,222,39,200,554,560,0,2,0,2,6,59,5,48,26.27,33.73,48128,ESPN,Duke University,36.001135,-78.937624,University of Cincinnati-Main Campus,39.131159,-84.51428,,,2025-10-25 15:33:51
2012,,2012-12-28,2:00 PM,post,Ohio,UL-Monroe,,,mac,sun-belt,True,45,14,14,10,14,7,0,0,7,7,0,0,21,24,5,10,5,15,0,1,1,3,15,23,337,21,40,219,38,219,38,95,556,314,1,0,1,3,7,78,3,28,26.42,33.58,41853,ESPN,University of Louisiana at Monroe,32.527748,-92.07374,Ohio University-Main Campus,39.326798,-82.100985,,,2025-10-25 15:33:51
2012,,2012-12-28,5:30 PM,post,Rutgers,Virginia Tech,,,big-east,acc,True,10,13,10,0,0,0,0,0,0,0,10,3,14,12,3,21,5,19,1,2,0,0,17,40,129,15,40,193,39,67,32,3,196,196,1,1,1,2,4,35,14,95,32.27,27.28,48127,ESPN,Virginia Polytechnic Institute and State University,37.229012,-80.423675,Rutgers University-New Brunswick,40.498769,-74.446251,,,2025-10-25 15:33:51
2012,,2012-12-28,9:00 PM,post,Minnesota,Texas Tech,,,big10,big12,True,31,34,10,7,7,7,0,14,10,0,10,0,23,23,9,16,8,14,0,1,1,1,8,19,146,32,47,284,54,222,24,145,368,429,0,0,1,2,7,84,13,135,36.3,23.07,50386,ESPN,Texas Tech University,33.583448,-101.874783,University of Minnesota-Twin Cities,44.972851,-93.235464,,,2025-10-25 15:33:51
2012,,2012-12-29,3:15 PM,post,West Virginia,Syracuse,,,big12,big-east,True,14,38,0,7,7,0,0,3,9,23,3,0,16,28,0,10,9,18,0,2,2,4,19,28,201,12,24,138,30,103,65,369,304,507,1,1,0,1,11,116,5,57,23.62,36.25,39098,ESPN,Syracuse University,43.040176,-76.136975,West Virginia University,39.634371,-79.954391,,,2025-10-25 15:33:51
2012,,2012-12-29,4:00 PM,post,Navy,Arizona State,,,ind,pac12,True,28,62,0,7,7,14,0,21,13,28,0,0,18,36,5,14,5,7,2,3,0,1,6,12,37,17,20,267,55,313,48,381,350,648,0,1,1,0,6,43,2,25,32.27,26.22,34172,ESPN2,Arizona State University Campus Immersion,33.417721,-111.934383,United States Naval Academy,38.980507,-76.481692,,,2025-10-25 15:33:51
2012,,2013-01-01,12:00 PM,post,Purdue,Oklahoma State,,,big10,big12,True,14,58,0,0,7,7,0,14,14,17,13,0,18,28,5,15,4,12,2,3,1,1,21,34,212,25,34,311,38,151,41,213,363,524,3,0,2,0,4,45,7,62,31.9,26.82,48313,ESPNU,Oklahoma State University-Main Campus,36.123085,-97.069743,Purdue University-Main Campus,40.428206,-86.914435,,,2025-10-25 15:33:51
2012,,2013-01-01,12:00 PM,post,Mississippi State,Northwestern,,20,sec,big10,True,20,34,0,10,3,7,0,10,3,14,7,0,18,19,1,11,10,19,0,1,0,0,12,29,106,21,36,196,33,186,40,161,292,357,0,0,4,3,6,47,2,20,25.72,33.52,48612,ESPN2,Northwestern University,42.050356,-87.679858,Mississippi State University,33.454852,-88.790139,,,2025-10-25 15:33:51
2012,,2013-01-01,1:00 PM,post,Georgia,Nebraska,7,16,sec,big10,True,45,31,16,7,8,14,0,14,10,7,0,0,23,26,12,17,8,16,0,1,0,1,18,33,427,16,27,204,38,162,52,239,589,443,0,1,2,2,7,76,8,69,27.27,32.03,59712,ABC,University of Nebraska-Lincoln,40.817598,-96.700508,University of Georgia,33.956262,-83.374039,,,2025-10-25 15:33:51
2012,,2013-01-03,8:30 PM,post,Oregon,Kansas State,4,5,pac12,big12,True,35,17,15,7,10,3,0,0,10,0,7,0,22,20,4,13,7,15,1,4,0,1,12,24,166,17,33,151,45,219,37,132,385,283,0,0,0,2,5,33,7,57,26.57,32.2,70242,ESPN,Kansas State University,39.188648,-96.581077,University of Oregon,44.045146,-123.075792,,,2025-10-25 15:33:51
2012,,2013-01-04,8:00 PM,post,Texas A&M,Oklahoma,9,11,sec,big12,True,41,13,7,7,20,7,0,3,10,0,0,0,28,27,5,11,8,15,1,1,0,1,23,35,307,35,49,278,31,326,34,123,633,401,0,0,1,1,7,60,7,47,22.92,36.48,87025,FOX,University of Oklahoma-Norman Campus,35.209407,-97.444211,Texas A & M University-College Station,30.618726,-96.336475,,,2025-10-25 15:33:51
2013,1,2013-08-31,3:30 PM,regular,Syracuse,Penn State,,,acc,big10,True,17,23,0,3,7,7,0,0,6,7,10,0,11,14,6,20,1,16,0,2,2,2,16,37,189,23,32,296,37,71,38,57,260,353,1,2,2,2,8,70,4,20,28.88,30.53,,ABC,Pennsylvania State University-Main Campus,40.7965,-77.862848,Syracuse University,43.040176,-76.136975,,,2025-10-25 15:33:51
2013,1,2013-08-31,3:30 PM,regular,Mississippi State,Oklahoma State,,13,sec,big12,True,3,21,3,0,0,0,0,0,7,7,7,0,17,22,2,16,8,15,3,4,0,1,17,33,222,21,33,146,37,111,40,286,333,432,0,0,2,0,11,74,7,86,34.12,25.88,35874,ABC,Oklahoma State University-Main Campus,36.123085,-97.069743,Mississippi State University,33.454852,-88.790139,,,2025-10-25 15:33:51
2013,1,2013-08-31,9:00 PM,regular,LSU,TCU,12,20,sec,big12,True,37,27,6,10,14,7,0,3,7,7,10,0,26,13,13,19,7,13,0,0,0,0,16,32,251,15,28,145,48,197,26,114,448,259,1,1,0,1,7,42,9,55,35.45,23.5,80230,ESPN,Texas Christian University,32.70961,-97.364758,Louisiana State University and Agricultural & Mechanical College,30.414986,-91.178921,,,2025-10-25 15:33:51
2013,1,2013-09-01,6:00 PM,regular,Colorado,Colorado State,,,pac12,mwc,True,41,27,10,10,3,18,0,0,10,14,3,0,24,16,7,18,2,14,0,0,1,3,33,46,400,22,39,201,37,109,28,94,509,295,0,2,0,0,8,68,4,50,33.5,26.5,59601,CBSSN,Colorado State University-Fort Collins,40.574805,-105.080732,University of Colorado Boulder,40.008781,-105.270823,,,2025-10-25 15:33:51
2013,4,2013-09-21,3:00 PM,regular,Houston,Rice,,,aac,cusa,True,31,26,7,10,7,7,0,13,0,0,13,0,21,25,6,16,5,15,1,1,0,1,18,36,329,22,37,289,37,165,45,174,494,463,0,1,1,1,3,30,3,25,25.07,34.93,34831,,Rice University,29.717897,-95.402035,University of Houston,29.720393,-95.343537,,,2025-10-25 15:33:51
2013,5,2013-09-28,4:00 PM,regular,Army,Louisiana Tech,,,ind,cusa,True,35,16,14,7,7,7,0,0,9,7,0,0,28,20,8,15,6,12,2,2,0,1,1,3,16,20,36,320,77,414,23,57,430,377,0,1,0,1,2,26,4,38,39.95,20.05,31278,FS1,Louisiana Tech University,32.528297,-92.649963,United States Military Academy,41.390479,-73.956603,,,2025-10-25 15:33:51
2013,6,2013-10-05,7:30 PM,regular,Arizona State,Notre Dame,22,,pac12,ind,True,34,37,0,13,0,21,0,0,14,10,13,0,22,23,4,13,4,15,1,2,1,1,33,47,362,17,38,279,25,65,37,145,427,424,1,0,2,1,4,45,9,64,25.25,34.08,66960,NBC,University of Notre Dame,41.703058,-86.238959,Arizona State University Campus Immersion,33.417721,-111.934383,,,2025-10-25 15:33:51
2013,7,2013-10-12,12:00 PM,regular,Oklahoma,Texas,12,,big12,big12,True,20,36,3,7,3,7,0,10,13,13,0,0,13,24,2,13,13,20,0,1,0,1,12,26,133,13,22,190,33,130,60,255,263,445,0,1,2,1,8,63,3,15,24.75,35.25,92500,ABC,The University of Texas at Austin,30.282825,-97.738273,University of Oklahoma-Norman Campus,35.209407,-97.444211,,,2025-10-25 15:33:51
2013,10,2013-11-02,3:30 PM,regular,Georgia,Florida,,,sec,sec,True,23,20,17,6,0,0,0,0,3,9,8,0,21,18,7,12,8,18,0,1,1,2,16,26,258,13,29,174,35,156,41,145,414,319,1,0,0,0,6,45,7,70,26.43,33.57,84693,CBS,University of Florida,29.64629,-82.347911,University of Georgia,33.956262,-83.374039,,,2025-10-25 15:33:51
2013,12,2013-11-16,7:20 PM,regular,Texas Tech,Baylor,,5,big12,big12,True,34,63,20,7,7,0,0,21,14,21,7,0,24,32,7,17,7,14,1,2,0,1,29,54,320,17,31,335,35,138,57,340,458,675,2,1,1,0,8,93,12,124,31.03,28.97,69188,FOX,Baylor University,31.546872,-97.121041,Texas Tech University,33.583448,-101.874783,,,2025-10-25 15:33:51
2013,15,2013-12-06,8:00 PM,regular,Bowling Green,Northern Illinois,,14,mac,mac,True,47,27,17,14,0,16,0,7,6,7,7,0,27,29,4,10,8,15,2,2,0,1,21,27,393,21,40,219,40,181,42,235,574,454,1,0,0,2,8,60,4,20,34.17,24.97,21106,ESPN2,Northern Illinois University,41.933869,-88.766428,Bowling Green State University-Main Campus,41.375513,-83.640896,,,2025-10-25 15:33:51
2013,15,2013-12-07,8:00 PM,regular,Duke,Florida State,20,1,acc,acc,True,7,45,0,0,0,7,0,0,17,21,7,0,15,31,7,20,6,11,0,0,0,0,21,42,140,19,32,330,31,99,43,239,239,569,1,1,2,2,3,32,6,65,30.73,29.27,67694,ABC,Florida State University,30.440756,-84.291921,Duke University,36.001135,-78.937624,,,2025-10-25 15:33:51
2013,15,2013-12-07,8:17 PM,regular,Ohio State,Michigan State,2,10,big10,big10,True,24,34,0,10,14,0,0,3,14,3,14,0,20,23,1,10,5,15,0,2,2,2,8,23,101,24,40,304,40,273,32,134,374,438,0,0,0,1,5,62,3,20,26.77,32.67,66002,FOX,Michigan State University,42.73212,-84.476111,Ohio State University-Main Campus,39.999324,-83.014853,,,2025-10-25 15:33:51
2013,,2013-12-21,9:00 PM,post,Tulane,UL-Lafayette,,,cusa,sun-belt,True,21,24,0,14,7,0,0,14,7,0,3,0,15,19,3,12,6,16,1,1,0,0,15,30,286,14,21,157,28,102,46,168,388,325,0,0,3,2,10,85,7,73,23.62,36.22,54728,ESPN,University of Louisiana at Lafayette,30.212191,-92.020165,Tulane University of Louisiana,29.940069,-90.122144,,,2025-10-25 15:33:51
2013,,2013-12-23,2:00 PM,post,Ohio,East Carolina,,,mac,cusa,True,20,37,0,14,3,3,0,14,3,0,20,0,21,30,8,22,7,16,1,1,0,2,24,44,328,30,46,287,37,107,41,281,435,568,0,0,3,0,5,60,9,75,26.6,33.4,20053,ESPN,East Carolina University,35.607186,-77.368291,Ohio University-Main Campus,39.326798,-82.100985,,,2025-10-25 15:33:51
2013,,2013-12-26,6:00 PM,post,Pittsburgh,Bowling Green,,,acc,mac,True,30,27,7,10,3,10,0,3,7,10,7,0,21,18,3,12,5,15,1,1,1,2,13,22,232,21,33,279,39,255,34,10,487,289,0,0,0,0,4,50,4,36,28.83,31.17,26259,ESPN,Bowling Green State University-Main Campus,41.375513,-83.640896,University of Pittsburgh-Pittsburgh Campus,40.444388,-79.953254,,,2025-10-25 15:33:51
2013,,2013-12-27,6:00 PM,post,Syracuse,Minnesota,,,acc,big10,True,21,17,0,7,7,7,0,0,3,0,14,0,23,19,7,14,8,17,1,2,1,1,19,29,188,13,30,223,46,208,38,127,396,350,1,1,0,0,9,53,8,65,29.78,30.22,32327,ESPN,University of Minnesota-Twin Cities,44.972851,-93.235464,Syracuse University,43.040176,-76.136975,,,2025-10-25 15:33:51
2013,,2013-12-27,9:30 PM,post,BYU,Washington,,,ind,pac12,True,16,31,0,16,0,0,0,7,14,7,3,0,28,19,7,20,5,15,1,3,1,3,25,50,293,18,27,129,47,180,43,190,473,319,0,0,1,1,5,50,5,24,32.03,27.97,34136,ESPN,University of Washington-Seattle Campus,47.65538,-122.30514,Brigham Young University-Provo,40.250851,-111.649281,,,2025-10-25 15:33:51
2013,,2013-12-28,12:00 PM,post,Rutgers,Notre Dame,,,aac,ind,True,16,29,10,3,0,3,0,10,3,3,13,0,16,31,3,12,7,16,1,1,1,1,10,29,156,27,47,319,26,80,43,175,236,494,0,1,4,0,3,33,8,69,21.73,38.27,47122,ESPN,University of Notre Dame,41.703058,-86.238959,Rutgers University-New Brunswick,40.498769,-74.446251,,,2025-10-25 15:33:51
2013,,2013-12-28,3:20 PM,post,Cincinnati,North Carolina,,,aac,acc,True,17,39,0,3,7,7,0,16,7,13,3,0,20,23,4,14,6,15,1,2,2,3,16,36,181,19,33,171,36,168,46,174,349,345,1,1,1,0,3,35,4,25,26.6,33.4,45211,ESPN,University of North Carolina at Chapel Hill,35.911769,-79.050969,University of Cincinnati-Main Campus,39.131159,-84.51428,,,2025-10-25 15:33:51
2013,,2013-12-28,6:45 PM,post,Miami (FL),Louisville,,18,acc,aac,True,9,36,2,0,0,7,0,6,16,7,7,0,14,28,0,11,8,14,1,3,1,1,12,27,160,35,45,447,28,14,31,107,174,554,1,0,0,0,2,20,9,79,21.47,38.53,51098,ESPN,University of Louisville,38.216862,-85.760412,University of Miami,25.72126,-80.278662,,,2025-10-25 15:33:51
2013,,2013-12-31,12:30 PM,post,Arizona,Boston College,,,pac12,acc,True,42,19,7,14,14,7,0,3,3,0,13,0,28,20,7,12,8,17,1,2,0,0,17,24,275,17,28,206,49,254,45,145,529,351,2,0,0,2,2,23,5,55,24.83,35.17,36917,ESPN,Boston College,42.336213,-71.169242,University of Arizona,32.232672,-110.950815,,,2025-10-25 15:33:51
2013,,2013-12-31,8:00 PM,post,Duke,Texas A&M,24,21,acc,sec,True,48,52,14,24,3,7,0,3,14,14,21,0,29,30,9,15,4,9,3,4,1,1,29,45,427,30,38,382,37,234,30,159,661,541,0,0,2,0,3,30,4,40,35.03,24.97,67946,ESPN,Texas A & M University-College Station,30.618726,-96.336475,Duke University,36.001135,-78.937624,,,2025-10-25 15:33:51
2013,,2014-01-01,12:00 PM,post,Nebraska,Georgia,,22,big10,sec,True,24,19,0,10,14,0,0,0,9,3,7,0,14,22,4,13,7,19,0,0,2,4,6,16,163,21,39,320,43,144,43,96,307,416,0,1,1,1,6,50,7,42,26.6,33.4,60712,ESPN2,University of Georgia,33.956262,-83.374039,University of Nebraska-Lincoln,40.817598,-96.700508,,,2025-10-25 15:33:51
2013,,2014-01-01,12:00 PM,post,UNLV,North Texas,,,mwc,cusa,True,14,36,7,0,0,7,0,7,0,7,22,0,19,21,6,15,10,17,1,2,0,0,22,41,196,21,30,256,27,66,45,141,262,397,1,1,1,0,2,20,6,60,24.73,35.27,38380,ESPNU,University of North Texas,33.211178,-97.148422,University of Nevada-Las Vegas,36.106047,-115.138462,,,2025-10-25 15:33:51
2013,,2014-01-01,1:00 PM,post,Wisconsin,South Carolina,19,9,big10,sec,True,24,34,0,14,3,7,0,7,6,7,14,0,21,20,6,14,4,9,1,4,2,2,16,26,117,23,26,321,43,293,34,117,410,438,1,2,3,0,2,15,4,23,29.43,30.57,56629,ABC,University of South Carolina-Columbia,33.996788,-81.026935,University of Wisconsin-Madison,43.075409,-89.404098,,,2025-10-25 15:33:51
2013,,2014-01-01,8:30 PM,post,UCF,Baylor,15,6,aac,big12,True,52,42,14,14,7,17,0,7,13,8,14,0,29,26,6,11,9,18,0,0,0,1,20,31,301,30,47,356,44,255,38,194,556,550,1,0,2,1,4,40,17,135,34.78,25.22,65172,ESPN,Baylor University,31.546872,-97.121041,University of Central Florida,28.602159,-81.200889,,,2025-10-25 15:33:51
2013,,2014-01-03,8:00 PM,post,Oklahoma State,Missouri,13,8,big12,sec,True,31,41,7,0,7,17,0,7,10,0,24,0,26,29,9,22,6,18,1,1,1,2,33,57,377,17,44,206,39,171,47,256,548,462,1,2,2,1,10,100,4,42,27.82,32.18,72690,FOX,University of Missouri-Columbia,38.94531,-92.328843,Oklahoma State University-Main Campus,36.123085,-97.069743,,,2025-10-25 15:33:51
2014,5,2014-09-27,3:30 PM,regular,Arkansas,Texas A&M,,6,sec,sec,True,28,35,7,14,7,0,0,7,7,0,14,7,22,21,5,15,4,13,1,2,0,1,15,27,199,21,41,386,47,285,27,137,484,523,1,0,0,1,8,76,9,70,37,23,68113,CBS,Texas A & M University-College Station,30.618726,-96.336475,University of Arkansas,36.070009,-94.176981,,,2025-10-25 15:33:51
2014,11,2014-11-08,3:30 PM,regular,Connecticut,Army,,,aac,ind,True,21,35,0,7,0,14,0,7,7,7,14,0,18,22,3,10,7,12,2,2,2,2,23,37,190,2,3,38,23,163,60,327,353,365,0,1,2,0,5,31,3,30,24.95,34.12,27453,CBSSN,United States Military Academy,41.390479,-73.956603,University of Connecticut,41.809098,-72.249948,,,2025-10-25 15:33:51
2014,,2014-12-20,11:00 AM,post,Nevada,UL-Lafayette,,,mwc,sun-belt,True,3,16,0,3,0,0,0,10,0,0,6,0,13,26,4,15,6,14,1,3,0,1,14,29,124,26,31,227,28,89,43,184,213,411,1,1,0,0,1,5,1,15,23.1,36.88,34014,ESPN,University of Louisiana at Lafayette,30.212191,-92.020165,University of Nevada-Reno,39.543642,-119.815377,,,2025-10-25 15:33:51
2014,,2014-12-27,3:30 PM,post,Miami (FL),South Carolina,,,acc,sec,True,21,24,3,3,8,7,0,0,17,0,7,0,21,16,6,14,7,15,1,2,0,1,19,33,236,22,34,284,40,186,30,60,422,344,1,0,1,0,5,40,5,51,31.17,28.83,38242,ABC,University of South Carolina-Columbia,33.996788,-81.026935,University of Miami,25.72126,-80.278662,,,2025-10-25 15:33:51
2014,,2014-12-29,2:00 PM,post,Texas A&M,West Virginia,,,sec,big12,True,45,37,14,14,17,0,0,20,7,3,7,0,28,21,6,16,5,19,1,2,1,2,22,35,294,20,45,346,48,235,32,126,529,472,0,1,1,0,8,102,7,45,32.83,25.55,51282,ESPN,West Virginia University,39.634371,-79.954391,Texas A & M University-College Station,30.618726,-96.336475,,,2025-10-25 15:33:51
2015,1,2015-09-05,7:00 PM,regular,Arizona State,Texas A&M,15,,pac12,sec,True,17,38,0,7,7,3,0,7,7,3,21,0,19,22,5,18,8,18,0,2,0,1,25,41,199,19,35,247,41,92,45,178,291,425,2,1,0,2,6,45,5,50,31.52,28.48,66308,ESPN,Texas A & M University-College Station,30.618726,-96.336475,Arizona State University Campus Immersion,33.417721,-111.934383,,,2025-10-25 15:33:51
2015,4,2015-09-26,7:00 PM,regular,Texas A&M,Arkansas,14,,sec,sec,True,28,21,0,10,3,8,7,7,0,7,7,0,17,25,2,9,5,10,1,1,0,2,21,28,358,20,25,225,20,65,42,232,423,457,0,1,0,1,7,52,11,93,20.53,39.47,67339,ESPN,University of Arkansas,36.070009,-94.176981,Texas A & M University-College Station,30.618726,-96.336475,,,2025-10-25 15:33:51
2015,,2015-12-19,5:30 PM,post,Ohio,Appalachian State,,,mac,sun-belt,True,29,31,0,17,7,5,0,7,0,0,24,0,15,24,3,14,5,13,1,1,0,1,15,29,165,13,26,124,36,107,49,303,272,427,1,2,2,1,7,85,9,80,30.1,29.9,21395,ESPN,Appalachian State University,36.215536,-81.680583,Ohio University-Main Campus,39.326798,-82.100985,,,2025-10-25 15:33:51
2015,,2015-12-19,7:00 PM,post,San Jose State,Georgia State,,,mwc,sun-belt,True,27,16,0,10,3,14,0,0,7,0,9,0,20,11,6,15,1,10,0,1,0,1,10,19,89,14,29,208,54,197,20,23,286,231,0,0,1,1,5,48,6,73,38.32,21.68,18536,CBSSN,Georgia State University,33.7527,-84.38667,San Jose State University,37.336569,-121.880621,,,2025-10-25 15:33:51
2015,,2015-12-21,2:30 PM,post,Western Kentucky,USF,,,cusa,aac,True,45,35,0,10,28,7,0,7,7,7,14,0,27,28,4,15,1,14,2,3,3,4,32,46,461,15,34,307,33,151,45,290,612,597,0,0,2,0,9,66,9,67,31.47,28.53,21712,ESPN,University of South Florida,28.061458,-82.413232,Western Kentucky University,36.985035,-86.456828,,,2025-10-25 15:33:51
2015,,2015-12-26,11:00 AM,post,Connecticut,Marshall,,,aac,cusa,True,10,16,7,0,3,0,0,7,6,0,3,0,15,24,3,10,11,17,0,1,0,1,10,17,86,23,36,218,33,127,41,171,213,389,0,0,1,1,3,25,4,45,25.3,34.7,14652,ESPN,Marshall University,38.422482,-82.428964,University of Connecticut,41.809098,-72.249948,,,2025-10-25 15:33:51
2015,,2015-12-26,2:15 PM,post,Miami (FL),Washington State,,,acc,pac12,True,14,20,7,0,0,7,0,7,13,0,0,0,13,23,3,13,5,16,2,3,1,3,17,32,219,29,53,295,29,114,25,87,333,382,1,1,2,0,9,94,5,37,28.92,31.08,41180,CBS,Washington State University,46.730448,-117.158168,University of Miami,25.72126,-80.278662,,,2025-10-25 15:33:51
2015,,2015-12-30,7:00 PM,post,Texas A&M,Louisville,,,sec,acc,True,21,27,7,7,0,7,0,20,0,7,0,0,25,21,6,18,5,15,0,2,0,3,28,48,307,12,26,227,39,138,46,307,445,534,1,0,1,0,9,85,10,90,30.88,29.12,50478,ESPN,University of Louisville,38.216862,-85.760412,Texas A & M University-College Station,30.618726,-96.336475,,,2025-10-25 15:33:51
2016,1,2016-08-26,10:00 PM,regular,Hawaii,California,,,mwc,pac12,True,31,51,14,0,10,7,0,17,17,7,10,0,26,31,8,14,8,17,1,1,2,2,17,34,234,38,54,441,38,248,35,189,482,630,2,0,1,0,6,52,6,80,29.12,30.88,61247,ESPN,University of California-Berkeley,37.871918,-122.260463,University of Hawaii at Manoa,21.298598,-157.818979,,,2025-10-25 15:33:51
2016,4,2016-09-24,9:00 PM,regular,Arkansas,Texas A&M,17,10,sec,sec,True,24,45,7,10,0,7,0,0,17,7,21,0,27,22,9,16,8,12,1,3,0,0,28,42,371,12,22,225,40,120,37,366,491,591,3,2,0,0,7,62,7,55,39.75,20.25,67751,ESPN,Texas A & M University-College Station,30.618726,-96.336475,University of Arkansas,36.070009,-94.176981,,,2025-10-25 15:33:51
2016,,2016-12-17,5:30 PM,post,Appalachian State,Toledo,,,sun-belt,mac,True,31,28,7,7,14,3,0,7,7,14,0,0,25,14,8,19,4,12,1,2,0,0,14,33,119,18,26,247,49,297,28,127,416,374,0,0,0,0,2,21,7,62,35.73,24.27,,ESPN,University of Toledo,41.660572,-83.614714,Appalachian State University,36.215536,-81.680583,,,2025-10-25 15:33:51
